study_name,study_value,method,runs,mean_best_raw_objective,std_best_raw_objective,mean_best_valid_energy,mean_feasible_hit_rate,mean_approx_gap,mean_best_approx_ratio,mean_best_valid_regret_auc,mean_best_valid_energy_per_shot,mean_best_valid_energy_per_usd,mean_best_valid_sharpe_ratio,mean_shot_noise_variance_proxy,mean_excess_variance,mean_budget_violation,aggregate_violation_counts,mean_zne_correction_magnitude,mean_shots_to_first_feasible,mean_elapsed_seconds,mean_effective_shots,mean_estimated_billed_seconds,mean_estimated_qpu_cost_usd,mean_penalty_doublings,mean_constraint_hardness,win_rate,ci95_best_raw_objective_low,ci95_best_raw_objective_high,ci95_feasible_hit_rate_low,ci95_feasible_hit_rate_high,ci95_win_rate_low,ci95_win_rate_high,ci95_elapsed_seconds_low,ci95_elapsed_seconds_high,ci95_estimated_billed_seconds_low,ci95_estimated_billed_seconds_high,ci95_estimated_qpu_cost_usd_low,ci95_estimated_qpu_cost_usd_high,ci95_shots_to_first_feasible_low,ci95_shots_to_first_feasible_high,p_value_best_valid_vs_classical_markowitz,p_value_best_valid_vs_classical_markowitz_bonferroni,p_value_best_valid_vs_random,p_value_best_valid_vs_random_bonferroni,p_value_best_valid_vs_spsa,p_value_best_valid_vs_spsa_bonferroni,p_value_best_valid_vs_bayesian_optimization,p_value_best_valid_vs_bayesian_optimization_bonferroni,p_value_vs_random_best_valid,p_value_vs_random_best_valid_bonferroni
factorial,regime=baseline | n_assets=6 | mixer_type=xy | depolarizing_strength_2q=0.001,random,2,-0.5069066713678063,0.012923507373714616,-0.5069066713678063,1.0,0.0,1.0,0.0,-0.0006600347283434978,nan,1.7148721569181502,1.9738918406309175e-06,0.00025068423201012654,0.15169270833333331,"{""0"": 1308, ""1"": 223, ""2"": 5}",0.0,128.0,0.0030655414739158005,768.0,12.001891583495308,0.0,0.0,0.234375,0.29166666666666663,-0.5198301787415209,-0.4939831639940917,1.0,1.0,0.25,0.3333333333333333,0.0030328749562613666,0.0030982079915702343,12.001879625022411,12.001903541968204,0.0,0.0,128.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
factorial,regime=baseline | n_assets=6 | mixer_type=xy | depolarizing_strength_2q=0.001,spsa,2,-0.5069066713678063,0.012923507373714616,-0.5069066713678063,1.0,0.0,1.0,0.0,-0.0006600347283434978,nan,1.7148721569181502,1.6557502944397352e-06,0.00021028023447717972,0.16731770833333331,"{""0"": 1290, ""1"": 236, ""2"": 9, ""3"": 1}",0.0,128.0,0.0031613335013389587,768.0,12.001853998604929,0.0,0.0,0.234375,0.29166666666666663,-0.5198301787415209,-0.4939831639940917,1.0,1.0,0.25,0.3333333333333333,0.0031445419881492853,0.003178125014528632,12.001831083092839,12.00187691411702,0.0,0.0,128.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
factorial,regime=baseline | n_assets=6 | mixer_type=xy | depolarizing_strength_2q=0.02,bayesian_optimization,2,-0.46966578481373483,0.016160726230566635,-0.5069066713678063,1.0,0.011168531838419593,1.0,0.0,-0.0006600347283434978,nan,1.7148721569181502,6.780971072772535e-06,0.000861183326242112,1.125,"{""0"": 394, ""1"": 689, ""2"": 333, ""3"": 107, ""4"": 13}",0.0,128.0,0.25481631196453236,768.0,12.00224422806059,0.0,0.0,0.234375,0.0,-0.48582651104430147,-0.4535050585831682,1.0,1.0,0.0,0.0,0.24650329095311463,0.2631293329759501,12.00222741503967,12.00226104108151,0.0,0.0,128.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
factorial,regime=baseline | n_assets=6 | mixer_type=xy | depolarizing_strength_2q=0.02,classical_markowitz,2,-0.5069066713678063,0.012923507373714643,-0.5069066713678063,1.0,0.0,1.0,0.0,nan,nan,1.7148721569181502,0.0,0.0,0.0,"{""0"": 2}",0.0,0.0,4.4666987378150225e-05,0.0,0.0,0.0,0.0,0.234375,1.0,-0.5198301787415209,-0.49398316399409165,1.0,1.0,1.0,1.0,4.441698547452688e-05,4.491698928177357e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
factorial,regime=baseline | n_assets=6 | mixer_type=xy | depolarizing_strength_2q=0.02,random,2,-0.4752450464404119,0.025313065240437888,-0.5069066713678063,1.0,0.0016099309346080948,1.0,0.0,-0.0006600347283434978,nan,1.7148721569181502,6.648939918268284e-06,0.000844415369620072,1.0651041666666665,"{""0"": 442, ""1"": 658, ""2"": 338, ""3"": 90, ""4"": 8}",0.0,128.0,0.0035527499858289957,768.0,12.001882937445771,0.0,0.0,0.234375,0.0,-0.5005581116808497,-0.44993198119997396,1.0,1.0,0.0,0.0,0.0035245419712737203,0.003580958000384271,12.001876749971416,12.001889124920126,0.0,0.0,128.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
factorial,regime=baseline | n_assets=6 | mixer_type=xy | depolarizing_strength_2q=0.02,spsa,2,-0.47820811915234557,0.020840682277309064,-0.5069066713678063,1.0,0.003974334984601702,1.0,0.0,-0.0006600347283434978,nan,1.7148721569181502,7.015528234320497e-06,0.0008909720857587032,1.0475260416666665,"{""0"": 441, ""1"": 672, ""2"": 335, ""3"": 85, ""4"": 3}",0.0,128.0,0.0035619580012280494,768.0,12.001893770531751,0.0,0.0,0.234375,0.0,-0.49904880142965463,-0.4573674368750365,1.0,1.0,0.0,0.0,0.003383625007700175,0.0037402909947559237,12.001787875022274,12.001999666041229,0.0,0.0,128.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
factorial,regime=hard_budget | n_assets=12 | mixer_type=product_x | depolarizing_strength_2q=0.001,bayesian_optimization,2,-0.3888949113651492,0.0054914966632360895,-0.40389376584769476,1.0,0.005966553030467758,1.0011467074159848,0.016443154364411183,-0.0005259033409475192,nan,3.5661709648065463,1.2465016520446508,158.30570980967065,3.445963541666667,"{""0"": 148, ""1"": 219, ""2"": 222, ""3"": 236, ""4"": 238, ""5"": 149, ""6"": 126, ""7"": 115, ""8"": 83}",0.0,128.0,0.2881294999970123,768.0,12.006926041533006,0.0,0.0,0.120849609375,0.0,-0.3943864080283853,-0.38340341470191314,1.0,1.0,0.0,0.0,0.26521129201864824,0.3110477079753764,12.006912792043295,12.006939291022718,0.0,0.0,128.0,128.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0
factorial,regime=hard_budget | n_assets=12 | mixer_type=product_x | depolarizing_strength_2q=0.001,classical_markowitz,2,-0.40435134743307743,0.0043966568255959515,-0.40435134743307743,1.0,0.0,1.0,0.0,nan,nan,3.5194224354870904,0.0,0.0,0.0,"{""0"": 2}",0.0,0.0,0.0011751459969673306,0.0,0.0,0.0,0.0,0.120849609375,1.0,-0.4087480042586734,-0.3999546906074815,1.0,1.0,1.0,1.0,0.0011681250180117786,0.0011821669759228826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0
factorial,regime=hard_budget | n_assets=12 | mixer_type=product_x | depolarizing_strength_2q=0.001,random,2,2.5091105656359516,2.896575937651496,-0.40115483530014406,1.0,0.013434199999067628,1.0079839690235681,0.04406910597383415,-0.0005223370251303959,nan,3.763450191092641,2.041985654181077,259.3321780809968,3.277994791666667,"{""0"": 102, ""1"": 271, ""2"": 284, ""3"": 271, ""4"": 224, ""5"": 91, ""6"": 97, ""7"": 118, ""8"": 78}",0.0,128.0,0.009726895514177158,768.0,12.006615291466005,0.0,0.0,0.120849609375,0.0,-0.38746537201554393,5.4056865032874475,1.0,1.0,0.0,0.0,0.009726083022542298,0.009727708005812019,12.006578792002983,12.006651790929027,0.0,0.0,128.0,128.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
factorial,regime=hard_budget | n_assets=12 | mixer_type=product_x | depolarizing_strength_2q=0.001,spsa,2,-0.3875308563503104,0.001989864888610693,-0.40240448240105764,1.0,0.011613583774081518,1.0048088044417778,0.0411789806823455,-0.0005239641697930438,nan,3.764434886456681,2.3487220772305495,298.28770380827984,3.5924479166666665,"{""0"": 128, ""1"": 257, ""2"": 209, ""3"": 195, ""4"": 231, ""5"": 127, ""6"": 136, ""7"": 141, ""8"": 112}",0.0,128.0,0.009410979488166049,768.0,12.006441978533985,0.0,0.0,0.120849609375,0.0,-0.3895207212389211,-0.38554099146169973,1.0,1.0,0.0,0.0,0.009364750003442168,0.00945720897288993,12.006431540998165,12.006452416069806,0.0,0.0,128.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
